customer_key,customer_name,industry,vertical,address,city,county,postcode
817,Patel Telecom Group,MSP,Partner,149 Mill Lane,Manchester,Greater Manchester,M34 8FT
818,Hill Thomas PLC,Transport & Logistics,SMB,182 Market Street,Nottingham,Nottinghamshire,NG56 2EJ
819,Williams Thomas Holdings,Construction,Enterprise,192 Victoria Road,Sheffield,South Yorkshire,S56 5KJ
820,Lewis Martin Group,Recruitment,SMB,189 Kings Road,Nottingham,Nottinghamshire,NG98 8EU
821,Wright Johnson Ltd,Healthcare,Enterprise,47 High Street,Liverpool,Merseyside,L61 8JF
822,Evans Morris Ltd,Central Government,Public Sector,92 Innovation Drive,Cambridge,Cambridgeshire,CB72 8SR
823,Academy of Glasgow,Education,Public Sector,90 Station Road,Leeds,West Yorkshire,LS27 3KF
824,Edwards Baker and Co,Insurance,Enterprise,55 The Green,Milton Keynes,Buckinghamshire,MK1 3TV
825,Birmingham Borough Council,Local Government,Public Sector,174 Station Road,Oxford,Oxfordshire,OX43 2AK
826,Patel Tech Ltd,MSP,Partner,40 High Street,Nottingham,Nottinghamshire,NG11 8RZ
827,Edwards Morgan and Co,Charity,SMB,85 High Street,London,Greater London,EC84 6WR
828,University of Manchester,Education,Enterprise,83 Commerce Way,Newcastle,Tyne and Wear,NE8 7CU
829,Wood Hughes Group,Financial Services,SMB,198 Enterprise Road,Liverpool,Merseyside,L52 4CA
830,Jackson Wood Partners,Retail,Enterprise,31 Park Lane,Glasgow,Scotland,G63 3PK
831,Wilson Patel UK,Transport & Logistics,Enterprise,126 Kings Road,Bristol,Avon,BS50 7SJ
832,Martin Patel International,Financial Services,SMB,112 Business Park,Edinburgh,Scotland,EH55 9CB
833,Hill Thompson and Co,Transport & Logistics,SMB,127 Market Street,Glasgow,Scotland,G81 2XT
834,Hill Martin PLC,Professional Services,Enterprise,77 Mill Lane,Oxford,Oxfordshire,OX17 4YK
835,Martin Green International,Recruitment,SMB,142 Station Road,Manchester,Greater Manchester,M6 9TD
836,Turner Wilson Holdings,Central Government,Public Sector,65 Victoria Road,Milton Keynes,Buckinghamshire,MK33 9VC
837,Evans Hill Group,Legal Services,Enterprise,101 High Street,Edinburgh,Scotland,EH11 5PZ
838,Harrison Hill and Co,Construction,Enterprise,160 Commerce Way,Cambridge,Cambridgeshire,CB34 4LF
839,Davies Morgan Partners,Hospitality,SMB,112 Market Street,Leeds,West Yorkshire,LS3 2AN
840,Roberts Ward Holdings,Legal Services,SMB,169 Innovation Drive,Belfast,Northern Ireland,BT78 6SK
841,Hall Communications Ltd,MSP,Partner,4 Church Road,Glasgow,Scotland,G15 4AZ
842,Robinson Ward and Co,Legal Services,Enterprise,167 Church Road,Glasgow,Scotland,G56 4XU
843,Hall Hill Group,Financial Services,SMB,109 High Street,Oxford,Oxfordshire,OX15 8FE
844,Ward Jones Holdings,Real Estate,Enterprise,63 Church Road,Milton Keynes,Buckinghamshire,MK38 1VN
845,Smith Wilson and Co,Transport & Logistics,SMB,107 Enterprise Road,Reading,Berkshire,RG64 9VW
846,Williams Morris Services,Professional Services,Enterprise,132 The Green,Oxford,Oxfordshire,OX93 8WY
847,Brown Clark Ltd,Technology,Enterprise,148 Victoria Road,Reading,Berkshire,RG71 7CJ
848,Evans Morris International,Real Estate,SMB,115 Innovation Drive,Cardiff,Wales,CF56 5AF
849,Ward Clarke Holdings,Hospitality,Enterprise,130 Church Road,Liverpool,Merseyside,L76 8YL
850,College of Belfast,Education,Enterprise,173 Business Park,Reading,Berkshire,RG95 3MS
851,Green Davies and Co,Technology,SMB,34 Mill Lane,Oxford,Oxfordshire,OX26 8FW
852,Turner Morris Partners,Financial Services,Enterprise,54 Market Street,Liverpool,Merseyside,L7 5AM
853,Roberts Walker UK,Transport & Logistics,Enterprise,17 Victoria Road,Manchester,Greater Manchester,M56 4DW
854,Academy of Liverpool,Education,Public Sector,67 Victoria Road,Oxford,Oxfordshire,OX46 5BU
855,Moore Morgan and Co,Retail,SMB,181 High Street,Leeds,West Yorkshire,LS57 2RD
856,King Williams UK,Financial Services,Enterprise,43 Business Park,Leeds,West Yorkshire,LS16 3GM
857,Cooper Moore Holdings,Professional Services,Enterprise,40 Business Park,Leeds,West Yorkshire,LS47 2LE
858,Cooper Turner Ltd,Hospitality,Enterprise,122 Victoria Road,Liverpool,Merseyside,L37 2TF
859,Patel Turner Associates,Professional Services,SMB,39 Commerce Way,Liverpool,Merseyside,L97 4TP
860,College of Reading,Education,Enterprise,118 Enterprise Road,Reading,Berkshire,RG67 1YM
861,City Hospital NHS Trust,NHS Trust,Public Sector,184 Commerce Way,London,Greater London,EC67 6CC
862,Wood Roberts Services,Construction,Enterprise,101 Commerce Way,Manchester,Greater Manchester,M5 3YX
863,Clark Green Services,Healthcare,Enterprise,175 Innovation Drive,Belfast,Northern Ireland,BT71 6KL
864,Edwards Clark International,Legal Services,SMB,180 Queens Road,Glasgow,Scotland,G58 9XG
865,Kings Hospital NHS Trust,NHS Trust,Public Sector,167 Queens Road,Cardiff,Wales,CF26 1KC
866,Harris Jackson LLP,Media & Entertainment,Enterprise,134 Market Street,Glasgow,Scotland,G37 9GC
867,Clark Harris and Co,Construction,SMB,6 High Street,Edinburgh,Scotland,EH70 4VJ
868,Martin Moore PLC,Construction,SMB,96 Park Lane,Manchester,Greater Manchester,M81 2TM
869,Evans Cooper Partners,Healthcare,Enterprise,189 High Street,Milton Keynes,Buckinghamshire,MK59 9LH
870,Clarke Hall Partners,Technology,Enterprise,173 Mill Lane,Milton Keynes,Buckinghamshire,MK92 4NT
871,Lewis Clark International,Financial Services,Enterprise,200 Victoria Road,Bristol,Avon,BS59 7DE
872,Birmingham Council,Local Government,Public Sector,109 Technology Park,Manchester,Greater Manchester,M17 8SG
873,Patel Clark Services,Healthcare,Public Sector,144 Market Street,Milton Keynes,Buckinghamshire,MK51 8JV
874,Cooper Morris LLP,Central Government,Public Sector,42 Mill Lane,Reading,Berkshire,RG65 8ES
875,Academy of Brighton,Education,Enterprise,31 Innovation Drive,Brighton,East Sussex,BN28 1RS
876,King Patel PLC,Retail,Enterprise,105 Station Road,Coventry,West Midlands,CV16 5MV
877,Clark Johnson PLC,Healthcare,SMB,79 Victoria Road,Cardiff,Wales,CF39 1KS
878,Johnson Harrison Services,Retail,SMB,79 Technology Park,Manchester,Greater Manchester,M37 8GF
879,Evans King Associates,Legal Services,SMB,12 Queens Road,Birmingham,West Midlands,B62 8VK
880,Jackson Ward LLP,Transport & Logistics,SMB,34 Commerce Way,Coventry,West Midlands,CV18 8TX
881,Kings Hospital NHS Trust,NHS Trust,Public Sector,39 Enterprise Road,Cambridge,Cambridgeshire,CB94 7LC
882,Thompson Networks Partners,IT Reseller,Partner,12 Business Park,Southampton,Hampshire,SO57 2JX
883,Jones Baker and Co,Retail,Enterprise,144 Business Park,Newcastle,Tyne and Wear,NE16 2XU
884,Lee Baker Ltd,Hospitality,Enterprise,134 Church Road,Milton Keynes,Buckinghamshire,MK97 1ST
885,Academy of Southampton,Education,Public Sector,5 Park Lane,Edinburgh,Scotland,EH27 8HZ
886,Lee Morgan Associates,Financial Services,SMB,151 High Street,Belfast,Northern Ireland,BT63 7AL
887,Turner Jones UK,Hospitality,SMB,98 Park Lane,Nottingham,Nottinghamshire,NG12 9DD
888,Green Johnson Group,Retail,Enterprise,197 Station Road,Sheffield,South Yorkshire,S20 3KP
889,Lewis Walker Ltd,Healthcare,Enterprise,77 Queens Road,Manchester,Greater Manchester,M13 7LE
890,Hughes Jackson PLC,Construction,Enterprise,52 Church Road,Manchester,Greater Manchester,M97 4WV
891,Moore Moore Services,Real Estate,Enterprise,69 High Street,Leeds,West Yorkshire,LS41 7RU
892,Ward Jones Services,Healthcare,Public Sector,5 Park Lane,Liverpool,Merseyside,L71 2VY
893,King Thomas Partners,Manufacturing,SMB,105 Kings Road,Milton Keynes,Buckinghamshire,MK11 4XT
894,Patel Lee Group,Retail,SMB,138 Queens Road,Liverpool,Merseyside,L72 1RB
895,Green Roberts Ltd,Charity,SMB,124 Park Lane,Manchester,Greater Manchester,M77 7JY
896,Robinson Harrison UK,Transport & Logistics,Enterprise,12 Mill Lane,Newcastle,Tyne and Wear,NE95 2UV
897,Davies Wood LLP,Construction,SMB,36 Innovation Drive,Leeds,West Yorkshire,LS72 4JP
898,Lewis Harris and Co,Insurance,Enterprise,193 Innovation Drive,Sheffield,South Yorkshire,S58 6JH
899,Robinson Hill International,Transport & Logistics,SMB,5 Technology Park,Nottingham,Nottinghamshire,NG89 1EX
900,Smith Smith and Co,Real Estate,SMB,106 Market Street,Edinburgh,Scotland,EH90 7ZS
901,Davies Taylor UK,Media & Entertainment,Enterprise,172 Kings Road,London,Greater London,EC87 7DM
902,Jackson Walker LLP,Transport & Logistics,Enterprise,32 Kings Road,London,Greater London,EC48 1GR
903,Jones Edwards and Co,Technology,Enterprise,50 Station Road,Cardiff,Wales,CF79 4XK
904,Morris Patel Ltd,Technology,Enterprise,127 Technology Park,Sheffield,South Yorkshire,S91 4ZW
905,Wright Wood PLC,Legal Services,SMB,146 Market Street,Sheffield,South Yorkshire,S64 4FU
906,Taylor Harrison Group,Hospitality,SMB,33 Park Lane,Birmingham,West Midlands,B73 5HT
907,Jones Lee International,Hospitality,Enterprise,175 Market Street,Sheffield,South Yorkshire,S59 1AP
908,Martin Turner Partners,Construction,Enterprise,175 Market Street,Leeds,West Yorkshire,LS60 9SM
909,Thompson Brown Partners,Healthcare,SMB,137 Kings Road,Reading,Berkshire,RG41 4AN
910,Davies Baker Ltd,Transport & Logistics,SMB,177 Queens Road,Liverpool,Merseyside,L10 3HG
911,Hall Taylor and Co,Transport & Logistics,SMB,8 Kings Road,Leeds,West Yorkshire,LS56 6AV
912,White Wilson Holdings,Manufacturing,Enterprise,88 Enterprise Road,Liverpool,Merseyside,L7 4LT
913,Morgan Cooper PLC,Healthcare,Public Sector,149 Station Road,Cambridge,Cambridgeshire,CB11 7BB
914,Taylor Thomas Ltd,Construction,Enterprise,15 Park Lane,Cambridge,Cambridgeshire,CB79 2XP
915,Brown King Ltd,Financial Services,Enterprise,98 Queens Road,Newcastle,Tyne and Wear,NE13 4WP
916,Hill Jackson Holdings,Legal Services,SMB,159 The Green,Reading,Berkshire,RG13 1LX
917,Clark Harris International,Charity,SMB,28 Station Road,Bristol,Avon,BS2 2WZ
918,Baker Thomas and Co,Hospitality,Enterprise,66 Victoria Road,Brighton,East Sussex,BN54 8SW
919,White Thomas Ltd,Hospitality,SMB,33 Park Lane,Manchester,Greater Manchester,M75 6PT
920,Harrison Lee Group,Construction,SMB,121 Park Lane,Glasgow,Scotland,G78 6LK
921,Clark Harrison and Co,Legal Services,SMB,15 Church Road,Glasgow,Scotland,G65 7UB
922,Wright Wright and Co,Transport & Logistics,Enterprise,18 Victoria Road,Bristol,Avon,BS25 8YS
923,Harrison Baker Associates,Transport & Logistics,SMB,77 Queens Road,Coventry,West Midlands,CV43 8FD
924,Morris Thompson Ltd,Healthcare,SMB,178 Church Road,Liverpool,Merseyside,L60 4WG
925,Harris Jackson Solutions,Real Estate,SMB,48 Enterprise Road,Belfast,Northern Ireland,BT1 2MA
926,Jones King PLC,Transport & Logistics,Enterprise,75 Kings Road,Glasgow,Scotland,G25 6XV
927,Jones Wright Solutions,Healthcare,SMB,45 Church Road,Newcastle,Tyne and Wear,NE34 9FL
928,Walker Wright Ltd,Manufacturing,SMB,68 Technology Park,Edinburgh,Scotland,EH13 3AY
929,Evans IT Solutions Ltd,IT Reseller,Partner,117 Church Road,Newcastle,Tyne and Wear,NE48 3MY
930,Martin Taylor PLC,Recruitment,SMB,34 Commerce Way,Glasgow,Scotland,G25 7GU
931,Lewis Tech Partners,Telecommunications,Partner,12 Commerce Way,Liverpool,Merseyside,L79 9VG
932,Johnson Lewis Solutions,Professional Services,Enterprise,162 Commerce Way,Manchester,Greater Manchester,M36 8ET
933,Davies Ward and Co,Technology,SMB,17 Mill Lane,Coventry,West Midlands,CV66 9NX
934,Morris Tech Partners,Telecommunications,Partner,83 Innovation Drive,Edinburgh,Scotland,EH48 8TZ
935,Ward Edwards International,Real Estate,Enterprise,164 Technology Park,Belfast,Northern Ireland,BT75 4XB
936,Wright Cooper Solutions,Technology,Enterprise,56 Park Lane,Belfast,Northern Ireland,BT55 3NV
937,Hughes Tech Ltd,Telecommunications,Partner,193 Station Road,Glasgow,Scotland,G38 6RT
938,Harrison Williams Holdings,Technology,Enterprise,160 Victoria Road,Brighton,East Sussex,BN55 7RR
939,Cardiff County Council,Local Government,Public Sector,70 Queens Road,Nottingham,Nottinghamshire,NG4 4FR
940,Taylor Clarke PLC,Manufacturing,Enterprise,129 Market Street,Newcastle,Tyne and Wear,NE70 5XC
941,Wilson Evans PLC,Technology,Enterprise,10 Market Street,Cardiff,Wales,CF26 6LG
942,Hall Edwards Solutions,Manufacturing,Enterprise,36 Enterprise Road,Coventry,West Midlands,CV97 5ZU
943,Hall Green Associates,Legal Services,SMB,104 Enterprise Road,Belfast,Northern Ireland,BT75 8XA
944,Johnson Wood Solutions,Insurance,Enterprise,186 Innovation Drive,Liverpool,Merseyside,L27 9SH
945,Hill Harris PLC,Charity,SMB,49 Queens Road,Nottingham,Nottinghamshire,NG99 4ZP
946,St Marys Hospital NHS Trust,NHS Trust,Public Sector,8 Victoria Road,Southampton,Hampshire,SO18 5VE
947,Morris Clarke Associates,Legal Services,SMB,108 Queens Road,Liverpool,Merseyside,L88 9NZ
948,Lewis Harrison Ltd,Construction,SMB,9 Technology Park,Milton Keynes,Buckinghamshire,MK18 7EL
949,Robinson Networks Ltd,IT Reseller,Partner,99 Church Road,Southampton,Hampshire,SO61 8DL
950,Davies Roberts PLC,Construction,SMB,46 High Street,Southampton,Hampshire,SO89 1WS
951,Wright Taylor Services,Hospitality,SMB,53 Church Road,Newcastle,Tyne and Wear,NE38 2YT
952,Brown Patel UK,Charity,SMB,44 Victoria Road,London,Greater London,EC53 2NF
953,Academy of Reading,Education,Enterprise,191 Station Road,Oxford,Oxfordshire,OX50 4GE
954,Martin Ward Group,Construction,SMB,148 Park Lane,Coventry,West Midlands,CV76 8GT
955,Wright Smith Group,Professional Services,SMB,17 Enterprise Road,Cambridge,Cambridgeshire,CB52 9WH
956,Baker Morris Holdings,Transport & Logistics,SMB,148 High Street,Cambridge,Cambridgeshire,CB95 8CK
957,Hall Wood International,Transport & Logistics,Enterprise,107 Church Road,Edinburgh,Scotland,EH23 8WP
958,Walker Connect Group,IT Reseller,Partner,101 Innovation Drive,Leeds,West Yorkshire,LS6 5HF
959,Green Taylor LLP,Media & Entertainment,Enterprise,127 Queens Road,Bristol,Avon,BS98 6UD
960,Wilson Moore Associates,Healthcare,Public Sector,116 Mill Lane,Reading,Berkshire,RG33 1GT
961,Jones Taylor and Co,Charity,SMB,98 Victoria Road,Cambridge,Cambridgeshire,CB96 7NG
962,Smith Hughes PLC,Healthcare,SMB,84 Business Park,Glasgow,Scotland,G96 8RS
963,Davies King and Co,Healthcare,Public Sector,183 Kings Road,Liverpool,Merseyside,L18 3SJ
964,Jones Morgan PLC,Retail,Enterprise,76 Station Road,Edinburgh,Scotland,EH69 2NF
965,Edwards Johnson Holdings,Legal Services,SMB,46 Church Road,Cardiff,Wales,CF92 9BY
966,Cooper Brown and Co,Technology,SMB,165 Business Park,Brighton,East Sussex,BN92 7YD
967,Cooper Brown International,Construction,SMB,13 Commerce Way,London,Greater London,EC49 6GH
968,Wright Davies Ltd,Manufacturing,SMB,8 High Street,Reading,Berkshire,RG44 2GY
969,Wilson Roberts LLP,Technology,Enterprise,12 Queens Road,Edinburgh,Scotland,EH66 6DL
970,Robinson Lee Services,Hospitality,Enterprise,31 Church Road,Reading,Berkshire,RG28 6DM
971,Smith Wood and Co,Hospitality,SMB,4 Queens Road,Nottingham,Nottinghamshire,NG28 2RH
972,Patel Williams PLC,Professional Services,SMB,106 Park Lane,Bristol,Avon,BS99 2WS
973,Baker Roberts Partners,Media & Entertainment,Enterprise,154 Victoria Road,Leeds,West Yorkshire,LS81 3ZN
974,Walker Lewis and Co,Transport & Logistics,SMB,18 Victoria Road,Oxford,Oxfordshire,OX3 8WV
975,Moore Connect Group,IT Reseller,Partner,129 The Green,Liverpool,Merseyside,L91 1AH
976,College of Liverpool,Education,Public Sector,194 Church Road,Reading,Berkshire,RG80 3CB
977,Morris IT Solutions Ltd,Telecommunications,Partner,97 Church Road,Glasgow,Scotland,G83 8BH
978,Thomas Edwards Associates,Transport & Logistics,SMB,134 Commerce Way,Manchester,Greater Manchester,M54 1XK
979,Harris Harris Solutions,Technology,Enterprise,139 High Street,Bristol,Avon,BS86 4HY
980,Clark IT Solutions Ltd,IT Reseller,Partner,162 High Street,Cambridge,Cambridgeshire,CB9 4SC
981,Johnson Robinson Group,Healthcare,Enterprise,45 The Green,Birmingham,West Midlands,B71 9GH
982,Martin Hill Partners,Financial Services,SMB,185 Church Road,Edinburgh,Scotland,EH32 4PF
983,Green Baker Holdings,Construction,SMB,70 Enterprise Road,Bristol,Avon,BS62 7CM
984,Roberts Networks Partners,IT Reseller,Partner,130 The Green,Reading,Berkshire,RG95 8PE
985,Jackson Martin PLC,Legal Services,Enterprise,153 Market Street,Newcastle,Tyne and Wear,NE20 5UF
986,Hill IT Solutions Partners,IT Reseller,Partner,97 Market Street,Newcastle,Tyne and Wear,NE78 6SC
987,Academy of Oxford,Education,Enterprise,40 Technology Park,Bristol,Avon,BS25 9AA
988,Morris Networks Partners,Telecommunications,Partner,191 Victoria Road,Belfast,Northern Ireland,BT50 2SK
989,Manchester Council,Local Government,Public Sector,145 Mill Lane,Belfast,Northern Ireland,BT25 6PJ
990,Morris Patel LLP,Insurance,Enterprise,167 Queens Road,Manchester,Greater Manchester,M55 8HH
991,Patel Jones LLP,Healthcare,SMB,67 The Green,Glasgow,Scotland,G59 5YE
992,Morgan Harrison and Co,Manufacturing,SMB,4 Station Road,Edinburgh,Scotland,EH99 7CX
993,Harrison Communications Group,MSP,Partner,109 Mill Lane,Bristol,Avon,BS55 5JZ
994,Lee Jackson International,Insurance,Enterprise,188 Queens Road,Newcastle,Tyne and Wear,NE97 6CD
995,Edwards Robinson LLP,Retail,SMB,179 Park Lane,Belfast,Northern Ireland,BT1 1FS
996,Taylor Turner UK,Financial Services,Enterprise,168 Park Lane,Reading,Berkshire,RG94 3PF
997,Walker Connect Ltd,Telecommunications,Partner,125 Mill Lane,Bristol,Avon,BS65 4DR
998,Wright Brown LLP,Hospitality,SMB,195 Church Road,Edinburgh,Scotland,EH34 2PR
999,Davies Green PLC,Retail,Enterprise,32 Park Lane,Belfast,Northern Ireland,BT9 4LA
1000,Morris Wilson Ltd,Real Estate,SMB,69 Commerce Way,Manchester,Greater Manchester,M1 1YV
